93,https://www.txxx.com/login.php,NotFound,NotFound,,,,,,,,,photos,10,,,,
99,https://panel.pixnet.cc/login/openid?done=https%3A%2F%2Fwww.pixnet.net%2F&openid=https%3A%2F%2Fmember.pixnet.cc%2Flogin&easy_login=1&from_service=Blog,https://www.facebook.com/v2.6/dialog/oauth?client_id=101730233200171&state=919f3b220255f93f01c2d0fd2bb93c35&response_type=code&sdk=php-sdk-5.6.3&redirect_uri=https%3A%2F%2Fpanel.pixnet.cc%2Flogin%2Fdonefacebooklogin&scope=email%2Cpublic_profile,2,public profile, email address,,,,,,,profile picture,142,,,,
109,https://join.booking.com/?lang=en-gb&utm_source=topbar&utm_medium=frontend&aid=1194661,NotFound,NotFound,,,,,,,,,timeline posts,2,,,,
112,http://nytimes.com,NotFound,NotFound,,,,,,,,,videos,3,,,,
113,https://nid.naver.com/nidlogin.login,https://www.facebook.com/v2.9/dialog/oauth?client_id=293471457383333&redirect_uri=https%3A%2F%2Fnid.naver.com%2Foauth%2Fglobal%2FfacebookCallback.nhn&display=page&scope=email%2Cpublic_profile%2Cuser_friends%2Cuser_photos%2Cuser_posts&state=7841415361,4,public profile, friends list, photos, email address,,,,,events,1,,,,
114,https://soundcloud.com/signup,https://www.facebook.com/v2.12/dialog/oauth?app_id=19507961798&channel_url=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F7LloFuHvA7I.js%3Fversion%3D43%23cb%3Df3a41aab2697918%26domain%3Dsoundcloud.com%26origin%3Dhttps%253A%252F%252Fsoundcloud.com%252Ff284dd60471d1e4%26relation%3Dopener&client_id=19507961798&display=popup&domain=soundcloud.com&e2e=%7B%7D&fallback_redirect_uri=https%3A%2F%2Fsoundcloud.com%2Fsignin&locale=en_US&origin=1&redirect_uri=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F7LloFuHvA7I.js%3Fversion%3D43%23cb%3Df10f6ae46fe9488%26domain%3Dsoundcloud.com%26origin%3Dhttps%253A%252F%252Fsoundcloud.com%252Ff284dd60471d1e4%26relation%3Dopener%26frame%3Df3e2e766fe6c6d4&response_type=token%2Csigned_request&scope=email%2Cuser_birthday&sdk=joey&version=v2.12,3,public profile, birthday, email address,,,,,,gender,7,,,,
120,http://quora.com,https://www.facebook.com/v2.8/dialog/oauth?app_id=136609459636&channel_url=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F7LloFuHvA7I.js%3Fversion%3D43%23cb%3Df267e3a91bd197%26domain%3Dwww.quora.com%26origin%3Dhttps%253A%252F%252Fwww.quora.com%252Ff3937c8452b9de6%26relation%3Dopener&client_id=136609459636&display=popup&domain=www.quora.com&e2e=%7B%7D&fallback_redirect_uri=https%3A%2F%2Fwww.quora.com%2F&locale=en_US&origin=1&redirect_uri=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F7LloFuHvA7I.js%3Fversion%3D43%23cb%3Df1fe99525d0f67c%26domain%3Dwww.quora.com%26origin%3Dhttps%253A%252F%252Fwww.quora.com%252Ff3937c8452b9de6%26relation%3Dopener%26frame%3Df3401fa8a32a7f4&response_type=token%2Csigned_request&scope=user_hometown%2Cuser_location%2Cemail%2Cuser_birthday&sdk=joey&version=v2.8,5,public profile, birthday, hometown, current city, email address,,,,,,,,,
122,http://www.dailymotion.com/login,https://www.facebook.com/v3.0/dialog/oauth?app_id=96937694899&channel_url=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F7LloFuHvA7I.js%3Fversion%3D43%23cb%3Df1b508d306676b%26domain%3Dwww.dailymotion.com%26origin%3Dhttps%253A%252F%252Fwww.dailymotion.com%252Ff239230a55fbbec%26relation%3Dopener&client_id=96937694899&display=popup&domain=www.dailymotion.com&e2e=%7B%7D&fallback_redirect_uri=https%3A%2F%2Fwww.dailymotion.com%2Fsignin&locale=en_US&origin=1&redirect_uri=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F7LloFuHvA7I.js%3Fversion%3D43%23cb%3Df1c31ff541ab044%26domain%3Dwww.dailymotion.com%26origin%3Dhttps%253A%252F%252Fwww.dailymotion.com%252Ff239230a55fbbec%26relation%3Dopener%26frame%3Df283fadaf681662&response_type=token%2Csigned_request&scope=public_profile%2Cemail%2Cuser_likes%2Cuser_location%2Cuser_friends&sdk=joey&version=v3.0,4,name, profile picture, friends list, email address,,,,,average,2.749306198,vs. ,top 100,vs. ,bottom 100
131,https://login.adf.ly/login,https://www.facebook.com/v2.2/dialog/oauth?app_id=399141353502152&channel_url=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F7LloFuHvA7I.js%3Fversion%3D43%23cb%3Df3863ba57168d3a%26domain%3Dx19-login.com%26origin%3Dhttps%253A%252F%252Fx19-login.com%252Ff10f19873767cbc%26relation%3Dopener&client_id=399141353502152&display=popup&domain=x19-login.com&e2e=%7B%7D&fallback_redirect_uri=https%3A%2F%2Fx19-login.com%2Flogin&locale=en_US&origin=1&redirect_uri=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F7LloFuHvA7I.js%3Fversion%3D43%23cb%3Df1d76e7304d940c%26domain%3Dx19-login.com%26origin%3Dhttps%253A%252F%252Fx19-login.com%252Ff10f19873767cbc%26relation%3Dopener%26frame%3Df26bbef4aa5fe18&response_type=token%2Csigned_request&scope=public_profile%2C%20email&sdk=joey&version=v2.2,2,public profile, email address,,,,,,,,,,,,
132,https://profile.theguardian.com/signin?INTCMP=DOTCOM_NEWHEADER_SIGNIN,https://www.facebook.com/v2.9/dialog/oauth?state=eyJyZXR1cm5VcmwiOiJodHRwczovL3d3dy50aGVndWFyZGlhbi5jb20vIiwiZ2FDbGllbnRJZCI6IjM4OTk3NzE3Ni4xNTQ0MDAxMTI0IiwidG9rZW4iOiIzZGh1ZWcwMXVzZGlyb2QzZTh1bnZwNjhsZSIsInNraXBDb25maXJtYXRpb24iOiJmYWxzZSJ9&client_id=180444840287&scope=email&redirect_uri=https://oauth.theguardian.com/facebook/auth-callback&response_type=code,2,public profile, email address,,,,,,,,,,,,
146,https://www.roblox.com/NewLogin?ReturnUrl=%2fmy%2faccount,https://www.facebook.com/v2.12/dialog/oauth?response_type=code&client_id=190191627665278&redirect_uri=https%3a%2f%2fsocialauth.roblox.com%2fGS%2fGSLogin.aspx&scope=user_friends&state=yc463l70n4055151h7tk1.B2taDQjQRSy8rJvFGhZztf-k0XkzSw0iEIjA2GUxrdg.1544002084&display=popup&kid_directed_site=1,2,public profile, friends list,,,,,,,,,,,,
156,https://www.spotify.com/us/signup/,https://www.facebook.com/v2.2/dialog/oauth?app_id=174829003346&channel_url=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F7LloFuHvA7I.js%3Fversion%3D43%23cb%3Df17f697cbcc51%26domain%3Dwww.spotify.com%26origin%3Dhttps%253A%252F%252Fwww.spotify.com%252Ff2708ff497a9498%26relation%3Dopener&client_id=174829003346&display=popup&domain=www.spotify.com&e2e=%7B%7D&fallback_redirect_uri=https%3A%2F%2Fwww.spotify.com%2Fus%2Fsignup%2F&locale=en_US&origin=1&redirect_uri=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F7LloFuHvA7I.js%3Fversion%3D43%23cb%3Df2a8a0eecbd1b7e%26domain%3Dwww.spotify.com%26origin%3Dhttps%253A%252F%252Fwww.spotify.com%252Ff2708ff497a9498%26relation%3Dopener%26frame%3Df3cbaff6a5cb084&response_type=token%2Csigned_request&scope=email%2Cpublish_actions%2Cuser_birthday%2Cpublic_profile%2Cuser_friends&sdk=joey&version=v2.2,4,public profile, friends list, birthday, email address,,,,,,,,,,
158,https://www.mediafire.com/login,https://www.facebook.com/v2.9/dialog/oauth?app_id=124578887583575&channel_url=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F7LloFuHvA7I.js%3Fversion%3D43%23cb%3Df55d9ca7522ba8%26domain%3Dwww.mediafire.com%26origin%3Dhttps%253A%252F%252Fwww.mediafire.com%252Ff3396c7ef8ec022%26relation%3Dopener&client_id=124578887583575&display=popup&domain=www.mediafire.com&e2e=%7B%7D&fallback_redirect_uri=https%3A%2F%2Fwww.mediafire.com%2Flogin%2F&locale=en_US&origin=1&redirect_uri=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F7LloFuHvA7I.js%3Fversion%3D43%23cb%3Df3f6a736983817e%26domain%3Dwww.mediafire.com%26origin%3Dhttps%253A%252F%252Fwww.mediafire.com%252Ff3396c7ef8ec022%26relation%3Dopener%26frame%3Dff4201597f20b&response_type=token%2Csigned_request&scope=email&sdk=joey&version=v2.9,2,public profile, email address,,,,,,,,,,,,
161,https://www.buzzfeed.com/signin,https://www.facebook.com/v2.12/dialog/oauth?app_id=45075597673&auth_type=rerequest&channel_url=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F7LloFuHvA7I.js%3Fversion%3D43%23cb%3Df1a60661868fa8a%26domain%3Dwww.buzzfeed.com%26origin%3Dhttps%253A%252F%252Fwww.buzzfeed.com%252Ff24f71fd7a49a3%26relation%3Dopener&client_id=45075597673&display=popup&domain=www.buzzfeed.com&e2e=%7B%7D&fallback_redirect_uri=https%3A%2F%2Fwww.buzzfeed.com%2Fbuzzfeed%2Fsignin&locale=en_US&origin=1&redirect_uri=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F7LloFuHvA7I.js%3Fversion%3D43%23cb%3Df11c05799766f92%26domain%3Dwww.buzzfeed.com%26origin%3Dhttps%253A%252F%252Fwww.buzzfeed.com%252Ff24f71fd7a49a3%26relation%3Dopener%26frame%3Df138c13c8ad08cc&response_type=token%2Csigned_request&scope=email&sdk=joey&version=v2.12,2,public profile, email address,,,,,,,,,,,,
168,http://pinimg.com,https://www.facebook.com/v2.7/dialog/oauth?app_id=274266067164&auth_type=&channel_url=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F7LloFuHvA7I.js%3Fversion%3D43%23cb%3Df278cebb399089c%26domain%3Dwww.pinterest.com%26origin%3Dhttps%253A%252F%252Fwww.pinterest.com%252Ff1f7cfe87d0eb42%26relation%3Dopener&client_id=274266067164&display=popup&domain=www.pinterest.com&e2e=%7B%7D&fallback_redirect_uri=https%3A%2F%2Fwww.pinterest.com%2F&locale=en_US&logger_id=e1ff5707-d07d-f461-cdba-cf8044657132&origin=1&redirect_uri=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F7LloFuHvA7I.js%3Fversion%3D43%23cb%3Df31f74c51f585f6%26domain%3Dwww.pinterest.com%26origin%3Dhttps%253A%252F%252Fwww.pinterest.com%252Ff1f7cfe87d0eb42%26relation%3Dopener%26frame%3Df16a07626cd714e&ref=LoginButton&response_type=none%2Ctoken%2Csigned_request&scope=public_profile%2Cemail%2Cuser_likes%2Cuser_birthday%2Cuser_friends&sdk=joey&version=v2.7,5,public profile, friends list, birthday, Page likes, email address,,,,,,,,,
169,http://www.dailymail.co.uk/registration/profile.html,https://www.facebook.com/v2.5/dialog/oauth?client_id=146202712090395&response_type=code&redirect_uri=https%3A%2F%2Fdailymail.co.uk%2Fregistration%2Fsignin%2Ffacebook.html&scope=email&state&base_fe_url=https%3A%2F%2Fdailymail.co.uk%2F&validation_fe_uri=%2Fregistration%2Fp%2Fapi%2Ffield%2Fvalidation%2F&check_user_fe_uri=registration%2Fp%2Fapi%2Fuser%2Fuser_check%2F&isMobile=false,5,public profile, friends list, birthday, Page likes, email address,,,,,,,,,
172,http://us.blastingnews.com/login/,https://www.facebook.com/dialog/oauth?app_id=459022437543956&channel_url=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F7LloFuHvA7I.js%3Fversion%3D43%23cb%3Df9259d5e5ec6a%26domain%3Dus.blastingnews.com%26origin%3Dhttps%253A%252F%252Fus.blastingnews.com%252Ff313f06566241da%26relation%3Dopener&client_id=459022437543956&display=popup&domain=us.blastingnews.com&e2e=%7B%7D&fallback_redirect_uri=https%3A%2F%2Fus.blastingnews.com%2Flogin%2F&locale=en_US&origin=1&redirect_uri=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F7LloFuHvA7I.js%3Fversion%3D43%23cb%3Df4439f2b0d55f4%26domain%3Dus.blastingnews.com%26origin%3Dhttps%253A%252F%252Fus.blastingnews.com%252Ff313f06566241da%26relation%3Dopener%26frame%3Df2c5170234be55&response_type=token%2Csigned_request&scope=email%2Cpublic_profile%2Cuser_birthday%2Cuser_gender&sdk=joey,4,public profile, birthday, gender, email address,,,,,,,,,,
175,https://www.indeed.com/account/login?dest=%2F,https://www.facebook.com/dialog/oauth?client_id=115882278440564&redirect_uri=https%3A%2F%2Fsecure.indeed.com%2Faccount%2Ffbauth&display=popup&scope=email&locale=en_US&state=%7B%22fullUrl%22%3A%22https%3A%2F%2Fsecure.indeed.com%2Faccount%2Ffbauth%3Fhl%5Cu003den_US%5Cu0026co%5Cu003dUS%5Cu0026service%5Cu003dmy%5Cu0026continue%5Cu003dhttps%253A%252F%252Fwww.indeed.com%252F%5Cu0026form_tk%5Cu003d1ctuqlp1saj1i800%22%2C%22csrf%22%3A%22QEFTypqwTwaZbSz4bfXaw6Ez2M2vRGt8%22%7D,2,public profile, email address,,,,,,,,,,,,
181,https://deals.softonic.com/sign_in,https://www.facebook.com/v2.6/dialog/oauth?client_id=599598550197293&redirect_uri=https%3A%2F%2Fdeals.softonic.com%2Fauth%2Ffacebook%2Fcallback&response_type=code&scope=email%2C+public_profile&state=debb21f10bf561568ef7a71c7691247dfb4ac2d78c1042bd,2,public profile, email address,,,,,,,,,,,,
193,https://affiliate.flipkart.com/login,NotFound,NotFound,,,,,,,,,,,,,,
195,https://www.wikihow.com/Special:UserLogin?type=signup,https://www.facebook.com/v3.1/dialog/oauth?app_id=157545333433&channel_url=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F7LloFuHvA7I.js%3Fversion%3D43%23cb%3Df1c6c28a79043c2%26domain%3Dwww.wikihow.com%26origin%3Dhttps%253A%252F%252Fwww.wikihow.com%252Ff382a5405a21748%26relation%3Dopener&client_id=157545333433&display=popup&domain=www.wikihow.com&e2e=%7B%7D&fallback_redirect_uri=https%3A%2F%2Fwww.wikihow.com%2FSpecial%3AUserLogin&locale=en_US&origin=1&redirect_uri=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F7LloFuHvA7I.js%3Fversion%3D43%23cb%3Df176cf4d8f2ad72%26domain%3Dwww.wikihow.com%26origin%3Dhttps%253A%252F%252Fwww.wikihow.com%252Ff382a5405a21748%26relation%3Dopener%26frame%3Df84289e9e67102&response_type=token%2Csigned_request&scope=public_profile%2Cemail&sdk=joey&version=v3.1,3,name, profile picture, email address,,,,,,,,,,,
226,http://abs-cbn.com,https://www.facebook.com/v3.1/dialog/oauth?app_id=157545333433&channel_url=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F7LloFuHvA7I.js%3Fversion%3D43%23cb%3Df154e2794bd03be%26domain%3Dwww.wikihow.com%26origin%3Dhttps%253A%252F%252Fwww.wikihow.com%252Ff382a5405a21748%26relation%3Dopener&client_id=157545333433&display=popup&domain=www.wikihow.com&e2e=%7B%7D&fallback_redirect_uri=https%3A%2F%2Fwww.wikihow.com%2FSpecial%3AUserLogin&locale=en_US&origin=1&redirect_uri=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F7LloFuHvA7I.js%3Fversion%3D43%23cb%3Df2fbe1ab9152bbe%26domain%3Dwww.wikihow.com%26origin%3Dhttps%253A%252F%252Fwww.wikihow.com%252Ff382a5405a21748%26relation%3Dopener%26frame%3Df2137fe757c5284&response_type=token%2Csigned_request&scope=public_profile%2Cemail&sdk=joey&version=v3.1,3,name, profile picture, email address,,,,,,,,,,,
228,https://www.indiatimes.com/signup,NotFound,NotFound,,,,,,,,,,,,,,
229,https://gfycat.com/signup,NotFound,NotFound,,,,,,,,,,,,,,
232,http://kakaku.com/auth/mypage/mypage.aspx,NotFound,NotFound,,,,,,,,,,,,,,
233,http://hclips.com,NotFound,NotFound,,,,,,,,,,,,,,
240,https://9gag.com/login,https://www.facebook.com/v2.12/dialog/oauth?client_id=111569915535689&state=f349a1404568754d27456eaaca892651&response_type=code&sdk=php-sdk-5.6.3&redirect_uri=https%3A%2F%2F9gag.com%2Fconnect%2Ffacebook-callback&scope=email,2,public profile, email address,,,,,,,,,,,,
242,https://blogs.forbes.com/account/login,NotFound,NotFound,,,,,,,,,,,,,,
263,https://mail.rambler.ru/,https://www.facebook.com/dialog/oauth?response_type=code&scope=email&display=popup&client_id=265602470229425&state=%257B%2522action%2522%253A%2522login%2522%252C%2522back%2522%253A%2522https%253A%252F%252Fmail.rambler.ru%252F%2522%252C%2522popup%2522%253A%2522true%2522%252C%2522provider%2522%253A%2522facebook%2522%252C%2522uniq%2522%253A%2522pqssjw9%2522%257D&redirect_uri=https%3A%2F%2Fid.rambler.ru%2Foauth-20%2F%3Fprovider%3Dfacebook,2,public profile, email address,,,,,,,,,,,,
266,https://www.liputan6.com/login?back-to=http%3A%2F%2Fwww.liputan6.com%2F,https://www.facebook.com/v3.0/dialog/oauth?client_id=160621007401976&redirect_uri=https%3A%2F%2Fwww.liputan6.com%2Fauth%2Ffacebook%2Fsuccess&scope=email%2Cuser_birthday%2Cuser_hometown%2Cuser_location%2Cpublish_actions%2Cpublic_profile%2Cuser_friends&response_type=code&state=VWElOGR0bI7HBHDLmmPYjedCdvjKmfb2Yt63F96Y,5,name, profile picture, friends list, birthday, email address,,,,,,,,,
270,https://www.livejournal.com/create,NotFound,NotFound,,,,,,,,,,,,,,
271,http://www.foxnews.com/food-drink/2017/11/15/four-women-fight-off-violent-would-be-robber-grabbing-for-restaurant-cash-register.html,NotFound,NotFound,,,,,,,,,,,,,,
273,https://sso.kompas.com/login/a29tcGFz/aHR0cDovL3d3dy5rb21wYXMuY29t,NotFound,NotFound,,,,,,,,,,,,,,
275,https://rentals.tripadvisor.com/,NotFound,NotFound,,,,,,,,,,,,,,
287,http://gearbest.com,https://www.facebook.com/v2.12/dialog/oauth?app_id=162729813767876&channel_url=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F7LloFuHvA7I.js%3Fversion%3D43%23cb%3Dfa4aba0eb472a4%26domain%3Dwww.tripadvisor.com%26origin%3Dhttps%253A%252F%252Fwww.tripadvisor.com%252Ff3c34c2f95a8c0e%26relation%3Dopener&client_id=162729813767876&display=popup&domain=www.tripadvisor.com&e2e=%7B%7D&fallback_redirect_uri=https%3A%2F%2Fwww.tripadvisor.com%2FRegistrationController&locale=en_US&origin=1&redirect_uri=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F7LloFuHvA7I.js%3Fversion%3D43%23cb%3Df1dc36930032af2%26domain%3Dwww.tripadvisor.com%26origin%3Dhttps%253A%252F%252Fwww.tripadvisor.com%252Ff3c34c2f95a8c0e%26relation%3Dopener%26frame%3Df2ce766ad803c9e&response_type=token%2Csigned_request&scope=email%2Cuser_hometown%2Cuser_friends%2Cuser_likes%2Cuser_location%2Cuser_status%2Cuser_photos&sdk=joey&version=v2.12,7,public profile, friends list, hometown, current city, photos, Page likes, email address,,,,,,,
293,http://www.businessinsider.com/register,https://www.facebook.com/dialog/oauth?app_id=155043519637&channel_url=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F7LloFuHvA7I.js%3Fversion%3D43%23cb%3Df2d3df9feff2998%26domain%3Dwww.businessinsider.com%26origin%3Dhttps%253A%252F%252Fwww.businessinsider.com%252Ff53103ec87606c%26relation%3Dopener&client_id=155043519637&display=popup&domain=www.businessinsider.com&e2e=%7B%7D&fallback_redirect_uri=https%3A%2F%2Fwww.businessinsider.com%2Fregister&locale=en_US&origin=1&redirect_uri=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F7LloFuHvA7I.js%3Fversion%3D43%23cb%3Df275d540f201ffa%26domain%3Dwww.businessinsider.com%26origin%3Dhttps%253A%252F%252Fwww.businessinsider.com%252Ff53103ec87606c%26relation%3Dopener%26frame%3Df3bc325fd065692&response_type=token%2Csigned_request&scope=publish_actions&sdk=joey,7,public profile, friends list, hometown, current city, photos, Page likes, email address,,,,,,,
299,https://canvas.instructure.com/login/canvas,https://www.facebook.com/dialog/oauth?client_id=142779028469&redirect_uri=https%3A%2F%2Fsso.canvaslms.com%2Flogin%2Foauth2%2Fcallback&response_type=code&scope=email&state=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhYWNfaWQiOjcwMDAwMDAwMDAxNTQzLCJub25jZSI6ImEzNDliMzQ0ZDViZjJjM2YzYzhjNWE2MWQ5MDk5ZTJiN2Y4NzJjODM2MmJiYzc3YiIsImhvc3QiOiJjYW52YXMuaW5zdHJ1Y3R1cmUuY29tIiwiZXhwIjoxNTQ0MDA0NjgzfQ.Dvo53L4RBhvR_5ZaVMb2604WqHeLhttsWq-W0EgmOrM,2,public profile, email address,,,,,,,,,,,,
302,https://www.bestbuy.com/identity/global/createAccount,NotFound,NotFound,,,,,,,,,,,,,,
